f0_mean,f0_std,f0_cv,speech_rate,voice_activity_ratio,pause_ratio,spectral_centroid_mean,spectral_centroid_std,rms_energy,start_time,end_time,segment_id,file_id,segment_type
115.78091908087043,11.712925898009338,0.10116456140608208,1.5625,0.792332268370607,0.207667731629393,1205.649295264541,664.1283999272355,0.04602717235684395,50,60,5,4341191,low_variability
145.20127358468184,76.97021952230219,0.5300932810166635,2.0833333333333335,0.6070287539936102,0.3929712460063898,1545.9340686559249,551.3704729507084,0.013500702567398548,60,70,6,4344866,high_variability
204.45598924069617,58.78179819634401,0.28750343002739354,1.7361111111111112,0.7188498402555911,0.28115015974440893,1016.6969698060145,519.4565867473577,0.08170546591281891,20,30,2,4344866,high_variability
173.0276605999839,48.45368165589494,0.2800343106291726,1.4204545454545456,0.48881789137380194,0.5111821086261981,1554.948541699982,912.150262818347,0.04697030782699585,40,50,4,4344866,high_variability
122.5933694279592,12.8093666231318,0.10448661850883459,1.8382352941176472,0.5015974440894568,0.49840255591054317,2221.9896518873456,832.5351885125385,0.013396373949944973,70,80,7,4344866,low_variability
124.31292010833388,12.248276551528438,0.09852778408595454,2.8409090909090913,0.5591054313099042,0.4408945686900958,1603.3014268320924,675.3518420303559,0.016171114519238472,90,100,9,4344866,low_variability
118.52255829791913,6.437146895999224,0.054311575690247645,1.8382352941176472,0.5846645367412141,0.4153354632587859,1850.790509654883,634.3825932561649,0.018109217286109924,50,60,5,4344866,low_variability
183.4286692376851,82.1561345380068,0.44789146036680705,2.6041666666666665,0.645367412140575,0.354632587859425,1508.012790609907,653.9743378946132,0.07521083950996399,30,40,3,4359971,high_variability
237.2602009665233,65.74033521313791,0.27708117478334965,1.5625,0.8146964856230032,0.18530351437699677,1019.782006381858,681.5414237981928,0.11858898401260376,20,30,2,4359971,high_variability
241.09695894760736,48.00941974571048,0.19912909708721535,2.6041666666666665,0.7380191693290735,0.2619808306709265,1106.5585858525292,664.4411322368021,0.11437353491783142,10,20,1,4359971,high_variability
108.4275322294953,11.282393090434754,0.10405468849512034,2.2321428571428568,0.6932907348242812,0.30670926517571884,1726.8365517143977,490.14271027875554,0.07214225828647614,40,50,4,4359971,low_variability
111.57217950953768,9.43778542078832,0.08458905671894253,2.6041666666666665,0.6996805111821086,0.3003194888178914,1682.5108153741564,480.1444671951802,0.05970912054181099,70,80,7,4359971,low_variability
107.26839751663435,8.353917308506219,0.07787864368171211,2.2321428571428568,0.6741214057507987,0.3258785942492013,1561.27217995314,446.3731061902546,0.06706132739782333,80,90,8,4359971,low_variability
215.22613738320297,48.51314307197033,0.22540544406832103,1.953125,0.5942492012779552,0.4057507987220448,1352.4768990090968,520.7269970886126,0.06416815519332886,80,90,8,4397829,high_variability
233.10725914139834,47.846390818056385,0.2052548298765492,2.0833333333333335,0.5878594249201278,0.41214057507987223,1269.3740728737287,491.564393749182,0.09617465734481812,30,40,3,4397829,high_variability
233.28803015623274,43.85365066388853,0.1879807148035833,2.0833333333333335,0.6741214057507987,0.3258785942492013,1229.3647203541345,526.9346248562592,0.10419649630784988,50,60,5,4397829,high_variability
97.78649523706149,13.819529465139004,0.14132349698837907,2.2321428571428568,0.6900958466453674,0.3099041533546326,1489.2170733579378,508.97301997188737,0.06189107894897461,10,20,1,4397829,low_variability
108.6896495844189,13.72607051273686,0.12628682275837005,3.125,0.6230031948881789,0.3769968051118211,1603.6062173544155,621.9313718555657,0.042974647134542465,20,30,2,4397829,low_variability
88.32171159270318,1.3301919061621459,0.015060757793014074,2.6041666666666665,0.5079872204472844,0.4920127795527156,1811.061910947652,531.2501521467327,0.03938894346356392,0,10,0,4397829,low_variability
160.20486758082288,69.29075575330987,0.4325134235909086,2.6041666666666665,0.6869009584664537,0.3130990415335463,1008.5654768603947,401.4219724663097,0.040944963693618774,40,50,4,4384683,high_variability
191.92778964039152,78.7732672228766,0.4104317950541261,2.0833333333333335,0.7092651757188498,0.29073482428115016,1050.381343951596,408.7292204540595,0.05470845475792885,0,10,0,4384683,high_variability
210.69870624619188,51.42406404041254,0.24406445087672182,2.0833333333333335,0.6357827476038339,0.3642172523961661,1130.6168162826316,335.19607121940504,0.050242334604263306,10,20,1,4384683,high_variability
149.64258161612614,18.872165958708255,0.12611494505701917,1.953125,0.7635782747603834,0.23642172523961658,1119.7532768004824,416.22214330215684,0.042680978775024414,30,40,3,4384683,low_variability
196.86095033886355,24.38696237862065,0.1238791255281585,2.4038461538461537,0.7795527156549521,0.2204472843450479,994.1730564491148,400.3131363525007,0.04381314292550087,90,100,9,4384683,low_variability
151.16900173064656,17.971848864849292,0.11888580766625419,2.6041666666666665,0.7539936102236422,0.2460063897763578,1104.5091267958214,361.8374250243368,0.04856054112315178,20,30,2,4384683,low_variability
160.20486758082288,69.29075575330987,0.4325134235909086,2.6041666666666665,0.6869009584664537,0.3130990415335463,1008.5654768603947,401.4219724663097,0.040944963693618774,40,50,4,4384683,high_variability
191.92778964039152,78.7732672228766,0.4104317950541261,2.0833333333333335,0.7092651757188498,0.29073482428115016,1050.381343951596,408.7292204540595,0.05470845475792885,0,10,0,4384683,high_variability
210.69870624619188,51.42406404041254,0.24406445087672182,2.0833333333333335,0.6357827476038339,0.3642172523961661,1130.6168162826316,335.19607121940504,0.050242334604263306,10,20,1,4384683,high_variability
149.64258161612614,18.872165958708255,0.12611494505701917,1.953125,0.7635782747603834,0.23642172523961658,1119.7532768004824,416.22214330215684,0.042680978775024414,30,40,3,4384683,low_variability
196.86095033886355,24.38696237862065,0.1238791255281585,2.4038461538461537,0.7795527156549521,0.2204472843450479,994.1730564491148,400.3131363525007,0.04381314292550087,90,100,9,4384683,low_variability
151.16900173064656,17.971848864849292,0.11888580766625419,2.6041666666666665,0.7539936102236422,0.2460063897763578,1104.5091267958214,361.8374250243368,0.04856054112315178,20,30,2,4384683,low_variability
203.79904415029688,116.63119043796641,0.5722852672064238,1.3020833333333333,0.5175718849840255,0.4824281150159745,1111.7667446906114,448.1948381156373,0.032519277185201645,20,30,2,4368670,high_variability
227.4387189946953,70.75630268005568,0.3111005153071847,2.2321428571428568,0.5654952076677316,0.43450479233226835,1184.7182902395198,631.1091132184519,0.037109214812517166,0,10,0,4368670,high_variability
236.34395560745634,50.9223517260631,0.21545865894975555,1.953125,0.7380191693290735,0.2619808306709265,1135.448212373607,513.0098784845457,0.06892770528793335,10,20,1,4368670,high_variability
143.03740587339715,20.833009466638803,0.14564728253725578,2.0833333333333335,0.5782747603833865,0.42172523961661346,1145.9731725441222,571.721964089709,0.033773649483919144,40,50,4,4368670,low_variability
116.02216670005274,16.120853083798124,0.13894631984829842,1.8382352941176472,0.6517571884984026,0.3482428115015974,1183.3299420147423,465.216068843323,0.03298786282539368,80,90,8,4368670,low_variability
113.71223125685736,12.601658427667642,0.11082060644120643,1.7361111111111112,0.6549520766773163,0.34504792332268375,1109.8805891266818,439.52641616478246,0.03324725106358528,90,100,9,4368670,low_variability
203.79904415029688,116.63119043796641,0.5722852672064238,1.3020833333333333,0.5175718849840255,0.4824281150159745,1111.7667446906114,448.1948381156373,0.032519277185201645,20,30,2,4368670,high_variability
227.4387189946953,70.75630268005568,0.3111005153071847,2.2321428571428568,0.5654952076677316,0.43450479233226835,1184.7182902395198,631.1091132184519,0.037109214812517166,0,10,0,4368670,high_variability
236.34395560745634,50.9223517260631,0.21545865894975555,1.953125,0.7380191693290735,0.2619808306709265,1135.448212373607,513.0098784845457,0.06892770528793335,10,20,1,4368670,high_variability
143.03740587339715,20.833009466638803,0.14564728253725578,2.0833333333333335,0.5782747603833865,0.42172523961661346,1145.9731725441222,571.721964089709,0.033773649483919144,40,50,4,4368670,low_variability
116.02216670005274,16.120853083798124,0.13894631984829842,1.8382352941176472,0.6517571884984026,0.3482428115015974,1183.3299420147423,465.216068843323,0.03298786282539368,80,90,8,4368670,low_variability
113.71223125685736,12.601658427667642,0.11082060644120643,1.7361111111111112,0.6549520766773163,0.34504792332268375,1109.8805891266818,439.52641616478246,0.03324725106358528,90,100,9,4368670,low_variability
113.82075414749966,25.249017502066728,0.22183140228843215,2.0833333333333335,0.7380191693290735,0.2619808306709265,1276.6945835552162,425.77505195894514,0.0473170280456543,50,60,5,4384964,high_variability
114.02200728479299,23.578155447342187,0.20678600569143624,1.7361111111111112,0.6293929712460063,0.37060702875399365,1500.0234308012637,459.21590310215055,0.04118548706173897,20,30,2,4384964,high_variability
105.43923860841785,18.77567706374493,0.17807106075067913,1.6447368421052633,0.7635782747603834,0.23642172523961658,1733.9453045196285,591.2694288504504,0.051759786903858185,10,20,1,4384964,high_variability
117.27933374922094,13.47488938976357,0.11489568501963869,1.6447368421052633,0.7603833865814696,0.23961661341853036,1195.973816396232,410.25373666425276,0.053098130971193314,80,90,8,4384964,low_variability
106.31817307462804,8.653650729069085,0.08139389982740597,2.2321428571428568,0.7827476038338658,0.21725239616613423,1230.195404482304,336.5904338107834,0.05094105005264282,30,40,3,4384964,low_variability
101.58750037612704,5.6152015551399606,0.0552745321456844,1.8382352941176472,0.7635782747603834,0.23642172523961658,1267.0441609482457,442.66048294624005,0.051308128982782364,90,100,9,4384964,low_variability
